"row","category","component","cost","cost_basis","purchase_date","purchase_status","notes"
"217","Hardware","Stainless spacer/compression sleeves (5/8 in)","5.00","purchase_record","2026-06-05","Purchased","Purchased qty 50 at $0.10 each: stainless sleeves approximately 0.585 in OD x 7/16 in ID x 5/8 in long. Active use is limited to measured under-plywood support at valley/EPS hardpoints where the gap fits. They are 1/8 in shorter than the 3/4 in plywood and are not universal through-plywood compression limiters; rib-high locations need no underfloor sleeve and angled rib-edge locations must be moved/retired or given a properly seated custom support."
"218","Plumbing","Tank-port PEX straight adapters (1/2 in MNPT x 1/2 in PEX)","7.84","item_subtotal","2026-07-16","Purchased","Purchased 2026-07-16 from Amazon: SharkBite UP120A5 poly crimp adapters, 1/2 in MNPT x 1/2 in PEX, pack of 5, $7.84 item subtotal, ASIN B0751719NT. Use for selected 1/2 in FNPT tank transitions and the camper-side hot-water service transitions counted in row 232. Do not count the accumulator's included white swivel hose-barb fittings as PEX-B adapters; the dedicated purchased accumulator swivel stock is in row 233."
"219","Plumbing","Gravity-fill tank elbow (1-1/2 in MNPT x 1-1/2 in barb)","13.33","item_subtotal","2026-07-16","Purchased","Purchased 2026-07-16 from Amazon: Banjo HB150-90 glass-reinforced polypropylene elbow, 1 1/2 in MNPT x 1 1/2 in hose barb, $13.33 item subtotal; ASIN B00AB5WOLM. It is not a reducer. Dry-fit orientation and hose fall before sealing. Banjo does not claim NSF 61 potable certification for this fitting line; retain that caveat if full documented certification becomes a requirement."
"220","Plumbing","Gravity-fill vent elbow (1/2 in MPT x 3/8 in barb)","12.97","item_subtotal","2026-07-16","Purchased","Purchased 2026-07-16 from Amazon: Green Leaf 1/2 in MPT x 3/8 in barb nylon 90-degree elbow, $12.97 item subtotal, ASIN B01A617FWI. Pair with the purchased 10 mm ID silicone vent hose and clamps in row 187; verify unrestricted rise/overflow path during dry fit."
"221","Plumbing","KUS FLS-U sender under-ring (SAE 5-hole C-ring)","28.81","purchase_record","2026-07-16","Purchased","Purchased 2026-07-16: KUS/Wema FLS-U stainless SAE five-hole sender under-ring, owner-reported $28.81 delivered. Installs inside the tank and provides threaded M5 holes. Follow the official method: one 60 mm / 2 3/8 in opening, preassemble sender/gasket/ring, tilt the ring through the opening, then tighten five screws into it. Do not drill five separate tank-top pilot holes."
"222","Hardware","FORRCKY 10-series heavy L-bracket kits (20 sets)","51.32","item_subtotal","2026-07-05","Purchased","Purchased 2026-06-05 from Amazon: two 10-set FORRCKY heavy L-bracket kits at $25.66 / $51.32 extended; ASIN B0BMLVPX97. Verify hole spacing and use the build-standard 1/4-20 hardware where compatible."
"223","Hardware","#4 x 3/8 in Phillips pan-head screws (100 pack)","3.99","item_subtotal","2026-06-02","Purchased","Purchased 2026-06-02 Amazon; Gmail verifies a $3.99 item subtotal and $4.28 checkout total. Small fixture/panel fastener stock; verify material, pilot-hole size, and substrate before use."
"224","Tools","BILITOOLS universal serpentine-belt tool set (15 piece)","30.99","item_subtotal","2026-06-08","Purchased","Purchased 2026-06-08 from Amazon: BILITOOLS 15-piece universal serpentine-belt/tensioner tool kit with ratcheting wrench, crowfoot wrenches, socket adapters, 19 mm and 7/8 in ratchet drives. Gmail verifies a $30.99 item subtotal and $33.24 checkout total. Supports dual-alternator belt fitment/service and roadside spare-belt work."
"225","Hardware","2 AWG copper butt splices and heat-shrink kit","17.99","item_subtotal","2026-06-09","Purchased","Purchased 2026-06-09 from Amazon: SVAAR 2 AWG non-insulated pure-copper seamless butt connectors, 8 pieces, with eight 3:1 heat-shrink sleeves. Gmail verifies a $17.99 item subtotal and $19.29 checkout total. Use only where an in-line splice is unavoidable and the selected crimper/die produces a verified pull-tight crimp; do not substitute for serviceable busbar/fuse terminations."
"226","Tools","Bates paint/mud mixer drill attachment","7.99","item_subtotal","2026-07-13","Purchased","Purchased 2026-07-13 from Amazon: Bates paint/mud mixer drill attachment, $7.99 item subtotal; ASIN B08TVQ52VF. The POWERTEC J-roller was consolidated into row 175."
"227","Tools","Drill-brush attachment set (8 piece)","12.99","item_subtotal","2026-07-07","Purchased","Purchased 2026-07-07 from Amazon: eight-piece drill-brush attachment set, $12.99 item subtotal."
"228","Hardware","July 18 Amazon hardware-checkout bridge","0.00","not_applicable","","Retired","Resolved from owner-provided Amazon order screenshots on 2026-07-20. The three-item checkout was $20.99 3M heavy-duty double-sided mounting tape, a $6.99 Sanuke 10-piece 4 AWG x 3/8 in/M10 copper-lug set with heat shrink, and a $13.93 TKDMR 10-piece 2/0 AWG x 5/16 in battery-lug set with heat shrink. Item subtotal was $41.91; $3.04 tax produced the $44.95 checkout total. Costs and inventory now live in rows 96, 37, and 35; retain this zero-dollar row only as the reconciliation bridge."
"229","Vehicle","Car sun-visor vanity mirror","7.99","item_subtotal","2026-07-19","Purchased","Purchased 2026-07-19 from Amazon: universal black strap-mounted car/truck/SUV sun-visor vanity mirror, $7.99 item subtotal, ASIN B0FQC8JQHS. Prior Gmail/screenshot evidence reconciled to an $8.57 checkout/shipped total including $0.58 tax. Truck-cab convenience accessory."
"230","Electrical","Standalone Orion input-fuse assembly","0.00","not_applicable","","Retired","Resolved without additional holder hardware. Final Orion 48V input protection is one 40A MEGA body-marked at least 58VDC in integrated Lynx Slot 4 feeding the existing 6 AWG input pair directly. Existing verified 58VDC stock is acceptable under the locked 56.8V charge ceiling; Victron CIP138040020 40A/80V is replacement fallback only. Standalone F-06, Mersen USM1/ATM20, DIN rail, MIDI, and FKS/ATO holder concepts are not installed."
"231","Plumbing","Direct-profile camper hot-water port prototype set","45.95","planning_estimate","","Planned","Allowance: one RAINPAL SSBF020 compact 304-stainless bulkhead two-pack at $15.95 plus $30.00 for two Melnor 15409 metal faucet adapters; exact 15409 price/stock remains unverified. Joolca documents Melnor QuickConnect compatibility, but fit-test the delivered pair before duplication. GARDENA 39004-G is the second metal test; Melnor 4MQC with the supplied double-male coupler is the plastic automatic-stop fallback; QD3 is premium fallback only."
"232","Plumbing","HOTTAP supplied shower-hose assembly","0.00","included","2026-07-26","Included","Included with HOTTAP Essentials purchased in row 72: one 5 m shower assembly split into 4 m and 1 m red hose sections, each with female QuickConnect sockets at both ends. Both are intended hot-side shower components; retain them together and use the 1 m section as a temporary cold-feed trial only. Verify actual inclusion and fittings on receipt."
"233","Plumbing","EFIELD faucet PEX-B adapters (2 pack)","10.83","item_subtotal","2026-07-25","Purchased","Purchased 2026-07-25 from Amazon: two 1/2 in PEX-B barb x 3/8 in OD compression male adapters for the FORIOUS faucet supply hoses, $10.83 item subtotal; ASIN B0C7QBNVG9. Connect faucet hose nuts directly to the male compression seats; no PTFE tape at those seats."
"234","Plumbing","Joolca permanent three-way hot splitter","0.00","not_applicable","","Retired","The final one-outlet-at-a-time hose architecture does not need a permanent splitter. Retain the included 4 m plus 1 m shower assembly and click the 4 m section from the HOTTAP outlet either to the shower handle/head or to camper RED. Add a genuine Joolca splitter only later if simultaneous ready-to-use shower and sink service proves worth the extra joints and drain volume."
"235","Plumbing","Camper BLUE/RED direct-port backing and caps","20.00","planning_estimate","","Planned","Allowance for one thin backed aluminum plate or two locally reinforced holes, compatible seals, BLUE/RED labels, and simple stretch caps. Lead prototype threads purchased UP120A5 adapters into 1/2 in FNPT / 3/4 in MGHT bulkheads, eliminating QD3 keys, reducers, rear hose barbs, short flex, and clamps. Legend T-805MNL PEX-B x MNPT valves are optional only if mockup earns replacing the separate valve/UP120 stacks. No large hatch or exterior box."
"236","Tools","Temporary plumbing pressure gauge/test adapter","20.00","planning_estimate","","Deferred","Optional pump/accumulator setup tool only. If later used, build the temporary test connection around the final PEX or compact bulkhead interface rather than a retired QD3 key or Sea-Dog port."
"237","Appliances","HOTTAP ignition batteries","0.00","included","2026-07-26","Included","Included-equipment basis tied to the HOTTAP V2 purchased in row 72. Joolca states that two D-cell batteries power ignition and the LED monitor; verify the supplied cells on receipt before deciding whether to carry a spare pair."
"238","Tools","Propane leak-detection solution","10.00","planning_estimate","","Planned","Camco 10324 8 oz gas leak-detector spray, Amazon ASIN B000EDUTMC. Use on the disturbed QCC1/regulator connection at setup and after any LP service; bubbles indicate a leak. This complements, not replaces, the planned listed CO/propane alarm and accessible extinguisher."
"239","Tools","KUS sender 2-3/8 in (60 mm) hole saw","7.80","item_subtotal","2026-07-24","Purchased","Purchased 2026-07-24 from Amazon: HSS bi-metal 2-3/8 in / 60 mm hole saw for wood and plastic, $7.80 item subtotal, ASIN B0C8JMH91Q. This is the exact opening size required by the selected KUS FLS-U under-ring method. Acquisition does not clear the cut: freeze the tank port/sender map, confirm flat unobstructed tank geometry, preassemble the sender/gasket/C-ring, capture chips, and drill no five separate pilot holes."
"240","Vehicle","Super Duty spare-tire jack extension/lug-wrench tool kit","58.29","item_subtotal","2026-07-25","Purchased","Purchased 2026-07-25 from Amazon: Dr.Roc spare-tire hoist extension and lug-wrench kit for 2008-2022 Super Duty with 2-ton jack, $58.29 item subtotal; ASIN B0GHRQ27J6. Before travel, verify the assembled extension operates the 2021 F-350 hoist, the socket fits installed lug nuts, and the kit stows with the jack. Use a suitable torque wrench for final lug torque."
"241","Vehicle","Truck-cab magnetic gun mount","9.99","purchase_record","2026-05-27","Purchased","Purchased 2026-05-27 from Amazon: TFNUO magnetic gun mount with trigger-guard protection, listed 15 lb maximum holding force, ASIN B0D53MGWSF. Owner-confirmed retained as an F-350/travel accessory. Exact installed location and retention remain an owner decision; do not treat the listing's static holding-force claim as crash-rated retention."
"242","Hardware","4 AWG copper lugs, M10 / 3/8 in (10 pack)","6.99","purchase_record","2026-07-18","Purchased","Purchased 2026-07-18 from Amazon: Sanuke 4 AWG copper lugs with heat-shrink, M10 / 3/8 in, 10 pack; ASIN B092ZN6TGP. Split from legacy row 37."
"243","Hardware","1/4 in stainless fender washers","6.89","item_subtotal","2026-05-31","Purchased","Purchased from Amazon by 2026-05-31: 1/4 in stainless fender-washer stock, $6.89 item subtotal. Split from legacy row 46."
"244","Hardware","1/4 in stainless flat washers","13.97","purchase_record","2026-07-05","Purchased","Purchased from Amazon: original flat-washer stock $7.98 plus a 50-piece Busieea repeat pack on 2026-07-05 for $5.99. Split from legacy row 46."
"245","Hardware","1/4-20 x 1 in flat-head socket screws","16.38","item_subtotal","2026-05-31","Purchased","Purchased from Amazon by 2026-05-31: two packs at $8.19 each / $16.38 extended. Split from legacy row 46."
"246","Hardware","1/4-20 x 1-1/4 in flat-head socket screws","26.97","item_subtotal","2026-05-31","Purchased","Purchased from Amazon by 2026-05-31: three packs at $8.99 each / $26.97 extended. Split from legacy row 46."
"247","Hardware","1/4-20 x 1-1/2 in flat-head socket screws","9.19","item_subtotal","2026-05-31","Purchased","Purchased from Amazon by 2026-05-31: one pack, $9.19 item subtotal. Split from legacy row 46."
"248","Hardware","1/4-20 x 2 in flat-head socket screws","9.49","purchase_record","2026-07-12","Purchased","Purchased 2026-07-12 from Amazon: black-oxide 304 stainless, 15 pack, $9.49; ASIN B0D6LWGC8X. Split from legacy row 46."
"249","Hardware","1/4-20 x 2-1/2 in flat-head socket screws","7.99","purchase_record","2026-07-12","Purchased","Purchased 2026-07-12 from Amazon: black-oxide 304 stainless, 10 pack, $7.99; ASIN B0D6LW16SD. Split from legacy row 46."
"250","Hardware","Heavy-duty 18 in zip ties (120 pack)","13.49","purchase_record","2026-06-17","Purchased","Purchased 2026-06-17 from Amazon: SKALON 18 in heavy-duty black cable ties, 120 pack; 220 lb listed tensile strength. Split from legacy row 49."
"251","Consumables","Nelko P21 replacement labels (14 x 40 mm)","7.59","item_subtotal","2026-06-24","Purchased","Purchased 2026-06-24 from Amazon: genuine Nelko P21 replacement label roll, $7.59 item subtotal; ASIN B0C6S33175. Split from legacy row 52."
"252","Interior","Ninja-compatible bamboo cutting-board topper","20.99","item_subtotal","2026-06-24","Purchased","Purchased 2026-06-24 from Amazon: GWYXC bamboo cutting-board/topper for Ninja SP101/SP151, $20.99 item subtotal. Split from legacy row 68."
"253","Tools","Flexible tape measure (60 in)","3.69","item_subtotal","2026-06-24","Purchased","Purchased 2026-06-24 from Amazon: GDMINLO 60 in flexible tape measure, $3.69 item subtotal. Split from legacy row 68."
"254","Consumables","Amazon Basics parchment-paper roll (15 in)","5.47","item_subtotal","2026-06-24","Purchased","Purchased 2026-06-24 from Amazon: 15 in parchment-paper roll, $5.47 item subtotal. Split from legacy row 68. The original row included $6.09 of order tax, now excluded from BOM item costs."
"255","Hardware","Joolca HOTTAP V2 mount cover","95.00","item_subtotal","2026-07-26","Purchased","Owner-confirmed purchase 2026-07-26: one HOTTAP V2 Mount Cover, $95.00 item subtotal. Use for weather/travel protection on the exterior-mounted HOTTAP; verify bracket compatibility, receipt condition, and the manual's cover-removal/opening requirements before operation."
"256","Hardware","Remaining propane-setup mounting and vent hardware allowance","62.01","planning_estimate","","Planned","Remainder from the former $80.00 allowance after the $17.99 bracket-and-strap purchase moved to row 334. Covers any additional mounting, backing, or vent hardware needed after the complete rear-box propane setup is dry-fit."
"257","Plumbing","SEAFLO inline pump strainer","10.99","item_subtotal","2026-04-07","Purchased","Purchased 2026-04-07 from Amazon: SEAFLO inline water-pump strainer, $10.99 item subtotal; ASIN B08WM2KX5Q. Split from legacy row 74. Preserve bowl service clearance."
"258","Plumbing","SEAFLO water-system accumulator","35.99","item_subtotal","2026-04-07","Purchased","Purchased 2026-04-07 from Amazon: SEAFLO accumulator tank, $35.99 item subtotal; ASIN B01MUYL8F8. Split from legacy row 74. Set precharge from measured system pressure."
"259","Plumbing","BobbleT drinking-water hose (1 ft)","9.49","item_subtotal","2026-04-07","Purchased","Purchased 2026-04-07 from Amazon: BobbleT 1 ft drinking-water hose, $9.49 item subtotal; ASIN B0G4VPNSND. Split from legacy row 75."
"260","Plumbing","F.S.P 1-1/2 in gravity-fill hose","23.99","item_subtotal","2026-04-07","Purchased","Purchased 2026-04-07 from Amazon: F.S.P 1-1/2 in fill hose, $23.99 item subtotal; ASIN B09ZLVQPFR. Split from legacy row 78."
"261","Plumbing","G-Sunny stainless tank filler/shutoff valve","22.68","item_subtotal","2026-04-07","Purchased","Purchased 2026-04-07 from Amazon: G-Sunny stainless tank filler/shutoff valve, $22.68 item subtotal; ASIN B0GKG4DW72. Split from legacy row 78."
"262","Plumbing","DERNORD 1/2 in ID clear vinyl hose","11.59","item_subtotal","2026-04-07","Purchased","Purchased 2026-04-07 from Amazon: DERNORD 1/2 in ID clear vinyl hose, $11.59 item subtotal; ASIN B09KRB2YFJ. Split from legacy row 78. Too loose for the measured vent nipple; row 187 is the active vent-hose choice."
"263","Hardware","TNUTZ 1/4-20 economy T-nuts (600)","96.00","purchase_record","2026-06-05","Purchased","ET-010-1/4-20 economy T-nut stock, 600 pieces at $0.16. Split from legacy row 89."
"264","Hardware","TNUTZ four-hole inside corner gussets (8)","38.40","purchase_record","2026-06-05","Purchased","CB-010-K four-hole inside corner gussets, 8 at $4.80. Split from legacy row 89."
"265","Hardware","TNUTZ three-hole slotted corner brackets (20)","72.00","purchase_record","2026-06-05","Purchased","CBS-010-B three-hole slotted inside corner brackets, 20 at $3.60. Split from legacy row 89."
"266","Interior","6063 aluminum angle stock, 1 x 1 x 1/8 x 94 in (6)","53.76","item_subtotal","2026-06-05","Purchased","Six sticks at $8.96 / $53.76 extended. Split from legacy row 89; use for custom tabs, stops, and panel brackets."
"267","Hardware","Aluminum angle-gusset profile, 6 in (7)","20.65","purchase_record","2026-06-05","Purchased","Liquidation 1/4 in aluminum angle-gusset profile, seven 6 in pieces at $2.95. Split from legacy row 89."
"268","Hardware","TNUTZ hidden 45-degree corner connectors (4)","7.00","purchase_record","2026-06-05","Purchased","HC-010-B hidden 45-degree connector samples, four at $1.75. Split from legacy row 89; not the primary load-joint strategy."
"269","Hardware","TNUTZ double economy T-nuts (8)","3.92","purchase_record","2026-06-05","Purchased","ETD-010 double economy T-nuts, eight at $0.49. Split from legacy row 89."
"270","Tools","TNUTZ 1/4-20 special tap","10.00","purchase_record","2026-06-05","Purchased","One 1/4-20 special tap for 10-series tapped-end work. Split from legacy row 89."
"271","Tools","TNUTZ 1020 access-hole drill jig and #7 bit","36.85","purchase_record","2026-06-05","Purchased","JIG-010-A access-hole drill jig for EX-1020 with #7 bit. Split from legacy row 89."
"272","Hardware","TNUTZ blank end-fastener assemblies (25)","23.75","purchase_record","2026-06-05","Purchased","EF-010-1/4-20 blank end-fastener assemblies, 25 at $0.95. Split from legacy row 89."
"273","Interior","TNUTZ gray slot cover, 78 in (4)","5.60","purchase_record","2026-06-05","Purchased","COVER-010-GRY slot cover, four 78 in lengths at $1.40. Split from legacy row 89."
"274","Interior","TNUTZ black slot cover, 78 in (6)","8.40","purchase_record","2026-06-05","Purchased","COVER-010-BLK slot cover, six 78 in lengths at $1.40. Split from legacy row 89."
"275","Hardware","TNUTZ nylon cable-tie mounts (25)","18.75","purchase_record","2026-06-05","Purchased","AC-010-B nylon cable-tie mounts with hardware, 25 at $0.75. Split from legacy row 89."
"276","Interior","TNUTZ rubber tread strip (12 ft)","13.80","purchase_record","2026-06-05","Purchased","BUM-010-TS rubber tread/anti-rattle strip, 12 ft at $1.15. Split from legacy row 89."
"277","Interior","TNUTZ economy panel gasket (30 ft)","9.00","purchase_record","2026-06-05","Purchased","GAS-010-A economy panel gasket, 30 ft at $0.30. Split from legacy row 89."
"278","Interior","TNUTZ EX-1020 extrusion, 94 in (1 stick)","39.98","purchase_record","2026-06-05","Purchased","One EX-1020 1 x 2 x 94 in stick for the monitor spine or other high-rigidity member. Split from legacy row 89."
"279","Hardware","TNUTZ pen-holder and spacer accessories","8.20","purchase_record","2026-06-05","Purchased","Residual item-subtotal allocation for minor pen-holder/spacer accessories listed in the final TNUTZ order. Split from legacy row 89."
"280","Services","TNUTZ shipping and packaging","384.23","order_remainder","2026-06-05","Purchased","Order-level cost: $364.23 UPS Ground shipping plus $20.00 packaging. Split from legacy row 89 so component rows retain item-subtotal pricing."
"281","Electrical","Camco 15A-to-30A dogbone adapter","11.19","item_subtotal","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon: Camco 55165 15A male to 30A female dogbone adapter, $11.19 item subtotal; ASIN B000BUU5YA. Split from legacy row 108. Limit MultiPlus input to 15A or less when used."
"282","Hardware","Costop magnetic cord organizers (8 pack)","7.99","item_subtotal","2026-02-24","Purchased","Purchased 2026-02-24 from Amazon: Costop magnetic adhesive cord-organizer holders, 8 pack, $7.99 item subtotal; ASIN B0CBRK59J7. Split from legacy row 130."
"283","Vehicle Electronics","RAM arm and ball-mount hardware","20.00","purchase_record","2026-03-18","Purchased","Owner-provided purchased-cost allocation of approximately $20 for RAM arm/mount hardware. Split from legacy row 166."
"284","Vehicle Electronics","BuiltRight dash mount","75.00","purchase_record","2026-03-18","Purchased","Owner-provided purchased-cost allocation of approximately $75 for the BuiltRight dash mount. Split from legacy row 166."
"285","Consumables","Gorilla Waterproof Patch & Seal Tape (second roll)","14.00","owner_estimate","","Planned","Second matching wide roll from the original two-roll scope. Split from legacy row 178 so purchased and planned quantities do not share one lifecycle status."
"286","Electrical","Victron VE.Direct cable, 2.95 ft","16.13","item_subtotal","2026-05-27","Purchased","Purchased 2026-05-27 from Amazon for MPPT-to-Cerbo or final short board routing, $16.13 item subtotal; ASIN B01F9ESFZS. Split from legacy row 184."
"287","Hardware","Steel weld tabs/brackets (30 piece set)","16.99","item_subtotal","2026-05-27","Purchased","Purchased 2026-05-27 from Amazon: steel weld-tab/bracket set, 30 pieces, $16.99 item subtotal; ASIN B0FLX87Q7M. Split from legacy row 186."
"288","Vehicle Electronics","Wolfbox OEM mirror-mount bracket","22.38","item_subtotal","2026-01-17","Purchased","Purchased 2026-01-17 from Amazon: Wolfbox OEM bracket, $22.38 item subtotal; ASIN B0BN31MBZP. Split from legacy row 202."
"289","Vehicle Electronics","Wolfbox USB-C hardwire kit","28.99","item_subtotal","2026-01-22","Purchased","Purchased 2026-01-22 from Amazon: Wolfbox 4A USB-C hardwire kit with battery-discharge protection, $28.99 item subtotal; ASIN B0DY1DZDN6. Split from legacy row 202."
"290","Vehicle Electronics","Wolfbox rear-camera extension cable (33 ft)","26.99","item_subtotal","2026-01-22","Purchased","Purchased 2026-01-22 from Amazon: Wolfbox 33 ft rear-camera extension cable, $26.99 item subtotal; ASIN B0DY1N5QRV. Split from legacy row 202; verify exact camera-variant compatibility before install."
"291","Vehicle","Tailgate upper rubber bumpers","15.99","item_subtotal","2026-01-17","Purchased","Purchased 2026-01-17 from Amazon: tailgate upper rubber-bumper set, $15.99 item subtotal; ASIN B0CWYTY1D4. Split from legacy row 204."
"292","Vehicle","RAM-compatible 1 in ball and mount hardware","32.27","item_subtotal","2026-01-17","Purchased","Purchased 2026-01-17 from Amazon: RAM-compatible 1 in ball/mount components, $32.27 combined item subtotal; source ASINs B0DM83MXH4 and B0C77R7MXQ. Split from legacy row 204."
"293","Vehicle","Magnetic phone holders (2)","29.96","item_subtotal","2026-01-17","Purchased","Purchased 2026-01-17 from Amazon: two magnetic phone holders at $14.98 each / $29.96 extended; ASIN B09ZH48Z3T. Split from legacy row 204."
"294","Vehicle Electronics","Mothca matte screen protector for Galaxy Tab S11 Ultra","17.99","item_subtotal","2026-01-17","Purchased","Purchased 2026-01-17 from Amazon: Mothca matte tempered-glass screen protector, $17.99 item subtotal; ASIN B0FRFW5PKH. Split from legacy row 205."
"295","Hardware","FORRCKY 10-series 90-degree bracket kits (100 sets)","108.30","purchase_record","2026-07-05","Purchased","Purchased as four 20-set packs on 2026-06-05 plus one repeat pack on 2026-07-05, all at $21.66; ASIN B0B8H43B8X. Split from legacy row 222."
"296","Hardware","BLCCLOY 10-series L-corner bracket kit (10 sets)","28.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0FXXSBM7M. Split from legacy row 222; use compatible 1/4-20 hardware after fit verification."
"297","Hardware","Abeicy 1/4-20 roll-in spring T-nuts (200)","55.98","item_subtotal","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon: two 100-count packs at $27.99 / $55.98 extended; ASIN B0CQJC7KV9. Split from legacy row 222."
"298","Interior","Stainless piano hinges, 16 in (4)","23.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon: four-pack of 16 in hinges; ASIN B09KGNX594. Split from legacy row 222. Use a true continuous hinge if final lid geometry requires one."
"299","Electrical","DMWD rocker switches (5)","9.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon: five 30A/12VDC, 20A/120VAC rocker switches; ASIN B0C4F88ZTX. Split from legacy row 222. Listing/voltage verification is required before permanent use."
"300","Interior","Self-adhesive rubber edge trim","22.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0BR9DRQNW. Split from legacy row 222."
"301","Electrical","RVSPARK USB-C outlets (2 pack)","39.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon: 65W/20W USB-C outlet pair; ASIN B0GGZ18BFK. Split from legacy row 222."
"302","Tools","9/32 in drill-bit stock","11.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon: Narwhal 9/32 in drill bits; ASIN B0DPGKMJVS. Split from legacy row 222."
"303","Hardware","Abeicy two-hole inside-corner brackets (50)","39.98","item_subtotal","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon: two 25-count packs at $19.99 / $39.98 extended; ASIN B0DHVHVLRK. Split from legacy row 222."
"304","Hardware","10-series internal L connectors (12 sets)","16.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0D9X4D46M. Split from legacy row 222; treat as light/hidden connectors, not the primary critical load path."
"305","Hardware","MUKCHAP 6061 flat bar, 3/16 x 1 x 12 in (15)","22.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon: 15-piece flat-bar pack; ASIN B0D4DNFLWN. Split from legacy row 222."
"306","Hardware","ZEONHAK 6061 flat bar, 3/16 x 1 x 12 in (10)","18.79","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon: 10-piece flat-bar pack; ASIN B0C3QQB753. Split from legacy row 222."
"307","Hardware","BNUOK 1/4-20 x 1/2 in low-profile screws (800)","93.52","item_subtotal","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon: eight 100-count packs at $11.69 / $93.52 extended; ASIN B0DG2CK7YL. Split from legacy row 222. Verify head bearing and socket engagement before bulk use."
"308","Hardware","BLCCLOY 10-series T-corner bracket kit (10 sets)","28.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0GG8PD1QT. Split from legacy row 222; use compatible 1/4-20 hardware after fit verification."
"309","Interior","Apexstone 100N gas struts (4)","14.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon: four 100N gas struts; ASIN B01AHHCHBK. Split from legacy row 222. Final use requires lid geometry and force validation."
"310","Interior","Ergounion VESA laptop tray","29.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0CCNBCYV5. Split from legacy row 222. Parked-use only until positive travel restraint exists."
"311","Electrical","WEBANG 20A non-GFCI receptacles (10 pack)","23.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0C9DF8X7B. Split from legacy row 222. Inventory only; not approved for permanent AC installation under the current two-GFCI plan."
"312","Interior","JSIWOTH TPE edge trim (16.4 ft)","9.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0CWQCPFSB. Split from legacy row 222."
"313","Electrical","Desktop power grommet with 100W USB-C and five AC outlets","64.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0FPCBFP4Y. Split from legacy row 222. Inventory only pending permanent AC enclosure, GFCI, strain-relief, and listing review."
"314","Interior","Birch veneer edge banding (50 ft)","10.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0D3XKX531. Split from legacy row 222."
"315","Tools","1/4-20 tap and #7 drill-bit set","11.99","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0FK2WMM3R. Split from legacy row 222."
"316","Hardware","10-series four-hole joining plates (10)","32.50","purchase_record","2026-06-05","Purchased","Purchased 2026-06-05 from Amazon; ASIN B0F31S7LB2. Split from legacy row 222."
"318","Tools","Truck/RV wash-brush kit (62 in)","24.69","item_subtotal","2026-07-07","Purchased","Purchased 2026-07-07 from Amazon: 62 in wash-brush kit with mitt, spare chenille head, squeegee, detail brushes, and towel; $24.69 item subtotal; ASIN B0CY9NB8VS. Split from legacy row 227."
"319","Plumbing","YVSKM female-NPT swivel PEX-B adapters (4 pack)","11.99","item_subtotal","2026-07-25","Purchased","Purchased 2026-07-25 from Amazon: four 1/2 in PEX-B barb x 1/2 in female-NPT swivel adapters, $11.99 item subtotal; ASIN B0FDFM97HP. Split from legacy row 233. Use one at the accumulator and retain three as stock; verify gasket, markings, and pressure fit."
"320","Electrical","WS500 voltage-sense fuse and holder (F-13)","15.00","planning_estimate","","Planned","Planning allowance for the separate 3A positive voltage-sense fuse and holder. Voltage rating must cover actual maximum 48V-bank/alternator voltage. Split from legacy row 171."
"321","Hardware","Littelfuse FKS/ATO fuse housings (3)","4.53","item_subtotal","2026-06-01","Purchased","Purchased 2026-06-01 from Mouser: three Littelfuse 178.6150.0001 empty housings at $1.51 / $4.53 extended. Dead-end stock; no standalone Orion holder is installed. Split from legacy row 182."
"322","Services","Mouser shipping/tax remainder for Orion fuse stock","10.62","order_remainder","2026-06-01","Purchased","Order-level remainder between the $28.17 parts subtotal and $38.79 order total. Split from legacy row 182 so fuse and housing rows retain item pricing."
